"filename", "language", "Go", "JavaScript", "CSS", "HTML", "Markdown", "Makefile", "XML", "comment", "blank", "total"
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_bucket_handlers.go", "Go", 248, 0, 0, 0, 0, 0, 0, 13, 51, 312
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_bucket_handlers_test.go", "Go", 33, 0, 0, 0, 0, 0, 0, 0, 8, 41
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_handlers.go", "Go", 37, 0, 0, 0, 0, 0, 0, 0, 11, 48
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_object_copy_handlers.go", "Go", 141, 0, 0, 0, 0, 0, 0, 9, 38, 188
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_object_handlers.go", "Go", 365, 0, 0, 0, 0, 0, 0, 16, 83, 464
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_object_handlers_postpolicy.go", "Go", 182, 0, 0, 0, 0, 0, 0, 29, 35, 246
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_object_multipart_handlers.go", "Go", 208, 0, 0, 0, 0, 0, 0, 12, 56, 276
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_object_skip_handlers.go", "Go", 19, 0, 0, 0, 0, 0, 0, 10, 17, 46
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_object_tagging_handlers.go", "Go", 97, 0, 0, 0, 0, 0, 0, 6, 20, 123
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_objects_list_handlers.go", "Go", 322, 0, 0, 0, 0, 0, 0, 18, 46, 386
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_objects_list_handlers_test.go", "Go", 32, 0, 0, 0, 0, 0, 0, 1, 7, 40
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_policy.go", "Go", 104, 0, 0, 0, 0, 0, 0, 19, 25, 148
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_server.go", "Go", 98, 0, 0, 0, 0, 0, 0, 49, 35, 182
